"Unique_Patient_Identifier","BRAF_V600E_ENSP00000288602","EGFR_L858R_ENSP00000275493","KRAS_G12C_ENSP00000256078","KRAS_G12D_ENSP00000256078"
"1366cf9a-ed22-43a1-a89a-0fb6fff2648d",4.34882347244385e-07,8.53097513448983e-07,2.91803541736909e-06,7.08245451974128e-07
"137104b1-715f-4310-ac1a-bbd59e81b0f8",4.34882347244385e-07,8.53097513448983e-07,2.91803541736909e-06,7.08245451974128e-07
"137a7098-8d51-416f-a92a-77b462725bce",4.34882347244385e-07,8.53097513448983e-07,2.91803541736909e-06,7.08245451974128e-07
"138f9d92-09ff-4f47-b276-028220db3471",4.34882347244385e-07,8.53097513448983e-07,2.91803541736909e-06,7.08245451974128e-07
"13949ada-49ef-4037-8970-6d01fc48213d",4.34882347244385e-07,8.53097513448983e-07,2.91803541736909e-06,7.08245451974128e-07
"1395e53a-abab-4cc0-b234-b23a73d647e9",4.34882347244385e-07,8.53097513448983e-07,2.91803541736909e-06,7.08245451974128e-07
"13a70709-b692-48a6-8b33-65f14ae49136",4.34882347244385e-07,8.53097513448983e-07,2.91803541736909e-06,7.08245451974128e-07
"13aa51b7-966e-417d-8afc-92f21be7600f",4.34882347244385e-07,8.53097513448983e-07,2.91803541736909e-06,7.08245451974128e-07
"142140cc-3ff5-4e3a-90de-63d419b48efe",4.34882347244385e-07,8.53097513448983e-07,2.91803541736909e-06,7.08245451974128e-07
"1427cd18-5ad3-491a-9981-908e31ae49db",5.85454863244478e-07,1.07749027875356e-06,3.55911378898979e-06,6.91512511120751e-07
"14284e40-31c7-492c-b8a7-77dd57113983",4.34882347244385e-07,8.53097513448983e-07,2.91803541736909e-06,7.08245451974128e-07
"146a7285-2608-4954-9c63-1bead4f47d5f",4.34882347244385e-07,8.53097513448983e-07,2.91803541736909e-06,7.08245451974128e-07
"146dbed0-e045-446e-9e86-18d4fa4a4027",4.34882347244385e-07,8.53097513448983e-07,2.91803541736909e-06,7.08245451974128e-07
"14c45361-7f7f-456d-8289-be31f58f2e06",4.34882347244385e-07,8.53097513448983e-07,2.91803541736909e-06,7.08245451974128e-07
"1512ecc1-0ae1-48bb-9598-7806c1b04498",4.34882347244385e-07,8.53097513448983e-07,2.91803541736909e-06,7.08245451974128e-07
"15340dd3-84ae-49fb-989a-eb212f3e73da",6.77764098232576e-07,1.15736060638727e-06,4.43172648151738e-06,6.38373372160042e-07
"1575148b-0f63-44ee-86fd-93ae1a02be0b",4.98663277861102e-07,9.8236879053093e-07,3.46503980331657e-06,6.06117108876567e-07
"1575b10e-d050-425c-8cfe-f2135143b4fd",4.34882347244385e-07,8.53097513448983e-07,2.91803541736909e-06,7.08245451974128e-07
"15f12d2c-b834-4bfc-b526-f03bf85bfe96",4.17902522885553e-07,1.26123569539701e-06,1.13800370791931e-06,8.16035802670223e-07
"15fb345c-ae68-4173-9a56-4b8aa765095f",4.34882347244385e-07,8.53097513448983e-07,2.91803541736909e-06,7.08245451974128e-07
"160a2775-bf72-44f8-a554-6becb7526d8d",4.34882347244385e-07,8.53097513448983e-07,2.91803541736909e-06,7.08245451974128e-07
"16558d14-9177-4724-a9d3-e9dcb41804bb",4.34882347244385e-07,8.53097513448983e-07,2.91803541736909e-06,7.08245451974128e-07
"16a859d0-a8da-4e5b-b305-9a48b168a730",4.34882347244385e-07,8.53097513448983e-07,2.91803541736909e-06,7.08245451974128e-07
"16cd58db-d52c-403e-9e9c-6da2e99f6bad",4.63810548611863e-07,1.1164709718812e-06,2.02586627305379e-06,7.71895218876424e-07
"16d3c1c1-cf3a-44b6-b564-8ae5464b243d",3.4365076135668e-07,9.51638622956155e-07,2.0381815930853e-06,1.01466672402221e-06
"16daaa88-4cd7-4acc-a672-915243b0a8f8",4.34882347244385e-07,8.53097513448983e-07,2.91803541736909e-06,7.08245451974128e-07
"16e64a1e-08b0-4c27-8c69-fa64551f8ca4",6.34488136405291e-07,9.44881079345216e-07,4.43587960513728e-06,6.19424692686996e-07
"16f5aea6-2428-42d1-b707-f7a424092ec3",4.34882347244385e-07,8.53097513448983e-07,2.91803541736909e-06,7.08245451974128e-07
"17067d84-3c7d-4846-9378-0d18cdac0e22",4.34882347244385e-07,8.53097513448983e-07,2.91803541736909e-06,7.08245451974128e-07
"175cb088-9b10-4fa9-95c0-7837fdc7bcf9",5.01814285996816e-07,1.3687103621226e-06,1.43153302766908e-06,1.14508590300845e-06
"1772d65c-f923-492d-bd12-522603979624",4.34882347244385e-07,8.53097513448983e-07,2.91803541736909e-06,7.08245451974128e-07
"17e09b0d-eab2-40ec-ae3c-be9ab63fcef0",4.88947333478405e-07,5.12481078405569e-07,4.6550704173124e-06,5.49934070318745e-07
"17ecbad8-f88b-4e3b-b980-06021a8e46e5",4.34882347244385e-07,8.53097513448983e-07,2.91803541736909e-06,7.08245451974128e-07
"1832491f-a158-479e-a35d-09aed1ab8961",4.34882347244385e-07,8.53097513448983e-07,2.91803541736909e-06,7.08245451974128e-07
"18478121-f1d1-4bdd-9511-8ab22f4a0660",5.29426519004587e-07,9.26461069747641e-07,3.4322102233429e-06,5.81723634649916e-07
"189bc06d-84bc-49f8-9bfc-12bec48a3c8d",4.34882347244385e-07,8.53097513448983e-07,2.91803541736909e-06,7.08245451974128e-07
"18dce62c-f55b-4939-abef-85679e91150b",4.34882347244385e-07,8.53097513448983e-07,2.91803541736909e-06,7.08245451974128e-07
"19214a3f-1947-4fa1-99e0-e6eda11d0f08",4.34882347244385e-07,8.53097513448983e-07,2.91803541736909e-06,7.08245451974128e-07
"1921ac28-005e-4c40-b4d3-23b305a8e2cc",4.34882347244385e-07,8.53097513448983e-07,2.91803541736909e-06,7.08245451974128e-07
"193201a3-1447-47b1-bdf1-11ae0eb3b2f3",7.75780878050306e-07,6.70817756984526e-07,6.94637384546644e-06,3.94147078504907e-07
"19564845-baf3-44ba-8626-7d1a7950c4fa",4.34882347244385e-07,8.53097513448983e-07,2.91803541736909e-06,7.08245451974128e-07
"19573a0e-dc49-43dc-921d-d3b9d73400a0",4.34882347244385e-07,8.53097513448983e-07,2.91803541736909e-06,7.08245451974128e-07
"195a5afb-b79f-44d2-9d12-884487630c2b",5.13780885303656e-07,1.24373701861963e-06,2.66686219678146e-06,8.01225093599233e-07
"199386c2-bb53-4fad-a1b6-59ab216a4a50",4.25473000611096e-07,9.47197583047411e-07,2.82887205579173e-06,9.03616445010258e-07
"19ca36e6-2154-4224-89b1-117a4a4407f6",4.76378309361657e-07,1.07426200382537e-06,2.54343709251246e-06,7.62007851541788e-07
"19d6c7bc-2c68-4e05-842d-9a9b1a92259c",4.34882347244385e-07,8.53097513448983e-07,2.91803541736909e-06,7.08245451974128e-07
"1a60ea42-428a-4b72-89ef-b1985acd9e6d",4.34882347244385e-07,8.53097513448983e-07,2.91803541736909e-06,7.08245451974128e-07
"1a6abd22-f6fe-485c-8f40-d7f4307b5265",4.34882347244385e-07,8.53097513448983e-07,2.91803541736909e-06,7.08245451974128e-07
"1a807ebd-dc6e-4e16-8ef8-fd61545f8ea3",4.34882347244385e-07,8.53097513448983e-07,2.91803541736909e-06,7.08245451974128e-07
"1a82c1e4-17c0-4403-81b8-4a1548fcf603",4.34882347244385e-07,8.53097513448983e-07,2.91803541736909e-06,7.08245451974128e-07
"1ab7ad70-0f80-41d8-8efa-3baebc8223cc",1.83046766959084e-07,4.3263115744175e-07,1.08041726258483e-06,6.02390882540172e-07
"1ae8e7f5-05fd-480f-b357-35d73296a8a5",4.34882347244385e-07,8.53097513448983e-07,2.91803541736909e-06,7.08245451974128e-07
"1af08f1f-30b5-4641-99a5-263ff2425fa9",4.34882347244385e-07,8.53097513448983e-07,2.91803541736909e-06,7.08245451974128e-07
"1afea966-a864-49c2-9caf-4ae043193bb5",4.34882347244385e-07,8.53097513448983e-07,2.91803541736909e-06,7.08245451974128e-07
"1b110eb4-a01d-4c50-ba18-77da4dedd549",2.08700347596747e-07,8.6566966965565e-07,1.17902535050764e-06,8.71666852058391e-07
"1b1ddd81-403d-4bc8-b73d-60f566b95073",4.34882347244385e-07,8.53097513448983e-07,2.91803541736909e-06,7.08245451974128e-07
"1b31cdb3-1837-49d6-a857-1830f8800299",3.33810390484024e-07,8.41903971519255e-07,2.94335978592163e-06,1.00192390016911e-06
"1b354837-4925-4480-ac32-6b44d0957314",4.93991855674692e-07,8.00744162372545e-07,3.58223549979323e-06,7.70994301893271e-07
