"Unique_Patient_Identifier","BRAF_V600E_ENSP00000288602","EGFR_L858R_ENSP00000275493","KRAS_G12C_ENSP00000256078","KRAS_G12D_ENSP00000256078"
"1070ff27-17c9-43dd-a4f6-daa643eb9123",7.78777610193163e-07,8.44738420124775e-07,5.7615786507622e-06,6.05602284944642e-07
"108a71cf-b9db-47cd-aa74-c03ec989b41b",1.02372738136924e-06,1.38888201205406e-06,7.29341957515309e-06,1.13419213983877e-06
"114a34c0-983b-4d90-9181-1823c9637a63",8.36166353627029e-07,1.02821159216745e-06,6.1644070435465e-06,8.24997870000921e-07
"11c2e619-8aeb-4f86-b03b-78f9a8099263",9.95402732058945e-07,1.61692590383898e-06,6.38280240412493e-06,1.04623274245076e-06
"127bf818-f7e5-46b5-a9de-39f6d96b8b83",9.3680672130433e-07,1.48204177272053e-06,5.59704521402071e-06,1.20811618871638e-06
"12c27db5-db2f-48dc-a2ca-9557b951f43e",5.45038744118858e-07,9.81817853708901e-07,2.71621216623745e-06,9.60500598092892e-07
"12ccd581-a921-41bc-bcee-4e9be54532cc",9.09428186006919e-07,1.1626891023354e-06,6.43670812503321e-06,1.157843795048e-06
"1427cd18-5ad3-491a-9981-908e31ae49db",9.74367743988651e-07,1.59365108267098e-06,5.59760107878708e-06,1.08757724752121e-06
"15340dd3-84ae-49fb-989a-eb212f3e73da",1.12799724933809e-06,1.71178248173474e-06,6.97000388427371e-06,1.004002594052e-06
"1575148b-0f63-44ee-86fd-93ae1a02be0b",8.2992121778073e-07,1.45296260902032e-06,5.44964608917163e-06,9.53271511861886e-07
"16cd58db-d52c-403e-9e9c-6da2e99f6bad",7.71916105341775e-07,1.65130508199801e-06,3.18618395135464e-06,1.21399926106877e-06
"16d3c1c1-cf3a-44b6-b564-8ae5464b243d",5.71935153476153e-07,1.407511465941e-06,3.20555288777561e-06,1.59581847778128e-06
"16e64a1e-08b0-4c27-8c69-fa64551f8ca4",1.05597341976238e-06,1.39751678951178e-06,6.97653571512639e-06,9.74201032498102e-07
"17e09b0d-eab2-40ec-ae3c-be9ab63fcef0",8.13751050952797e-07,7.57979947990068e-07,7.32126836472226e-06,8.64909561138734e-07
"18478121-f1d1-4bdd-9511-8ab22f4a0660",8.8112022858857e-07,1.37027286089653e-06,5.39801332237298e-06,9.14906641913397e-07
"193201a3-1447-47b1-bdf1-11ae0eb3b2f3",1.29112577489985e-06,9.92166208617664e-07,1.0924918964751e-05,6.19895356721953e-07
"195a5afb-b79f-44d2-9d12-884487630c2b",8.55081328291513e-07,1.83953663932265e-06,4.19431116697101e-06,1.26012786164821e-06
"199386c2-bb53-4fad-a1b6-59ab216a4a50",7.08111237535997e-07,1.40094299084817e-06,4.44911239428086e-06,1.42116399960195e-06
"19ca36e6-2154-4224-89b1-117a4a4407f6",7.92832526841638e-07,1.5888763353383e-06,4.00019416544586e-06,1.19844889057206e-06
"1b31cdb3-1837-49d6-a857-1830f8800299",5.55557904657915e-07,1.24520954125799e-06,4.62917312840674e-06,1.57577718414028e-06
"1b354837-4925-4480-ac32-6b44d0957314",8.22146608015313e-07,1.18433254245567e-06,5.63396578107255e-06,1.21258234265149e-06
"1c58d9b8-17a2-4fc6-9898-fe6f47bd2c2a",1.02161763185152e-06,9.71777745532941e-07,8.78491256317558e-06,7.06680938370445e-07
"1d276b62-5e64-48fb-b2ce-5192b511fe37",8.61131329445866e-07,1.12451632129057e-06,6.49791317260661e-06,9.24243701773097e-07
"1d90c9f3-5025-4867-a2f0-e455b6a254fa",8.85927085761441e-07,1.14845214461773e-06,6.78679339230067e-06,1.09401813555073e-06
"1f0a5312-0590-4230-9da9-fd0cfe693586",8.45712725575053e-07,1.39849058458792e-06,5.1954538066821e-06,9.77128869309426e-07
"1f1df7ea-00b9-4432-86de-da773d1451e5",9.57655042876553e-07,1.00072646762689e-06,7.27669886538556e-06,9.20331283546664e-07
"1fc81cd4-fa89-4135-8c3c-027ffae82b05",9.14383781152574e-07,1.01088413877153e-06,7.24041237285596e-06,9.80246492898025e-07
"205759a6-6391-491b-9857-0080c3a5871e",4.5114627477348e-07,1.05756414790842e-06,3.57768482204578e-06,1.13979635159471e-06
"2079155a-d91d-4246-a038-01934a580f32",1.06356986652597e-06,1.08006704479935e-06,8.62432627144653e-06,6.92496300091389e-07
"21fb46f9-4bbb-441c-af19-a687e9138344",3.15725599336327e-07,8.78270227875838e-07,2.07553047283759e-06,5.91686486155643e-07
"22302e92-fdfa-462a-9249-efdaa26ee5ed",1.04583555787604e-06,1.20241028782799e-06,7.03119466608343e-06,8.98753857321051e-07
"230dc42d-681c-4e31-9d2e-c724e61829fb",1.02823287327735e-06,1.33815638726285e-06,7.03265795128602e-06,1.1428242460597e-06
"243c6fd6-5516-46e5-bcef-292d93d7b7d3",6.13322424970602e-07,1.52914421789072e-06,2.91738377183556e-06,1.46601574389357e-06
"2483621a-4db3-41ab-aa33-b9427ea8a0af",1.26282311356378e-06,1.47583186413105e-06,8.3635760793907e-06,8.31308355857454e-07
"257c9416-e86a-4c71-9dee-7212c2e56351",1.00814798553863e-06,1.09123344087259e-06,7.84620329987993e-06,8.53216023130954e-07
"25d4ea9e-f773-4f11-bac9-64efdad73211",7.06119601656822e-07,1.07081454224254e-06,4.46368086572311e-06,7.62170518157309e-07
"2923e404-38f2-437a-b57e-23401fbe0273",1.17791942164216e-06,1.15051086256862e-06,9.222481210376e-06,8.5785146193484e-07
"294cb595-0907-44c7-bbef-985a27c1e6e2",5.45344170627637e-07,1.53700021794634e-06,2.92531259775281e-06,1.31819391593166e-06
"294ff941-aea1-4588-9a0e-e9f5393e2bb6",9.6626554302239e-07,1.38401039431873e-06,6.04204581989033e-06,1.04042443487472e-06
"2a394996-809f-459f-a647-d209921ccbd2",1.16129074562822e-06,1.29296297876986e-06,8.66541204154778e-06,7.3158428935548e-07
"2a43e61e-2151-4c5a-b062-74ce9dfd8d4a",1.05831496487123e-06,1.00013588583949e-06,8.50333214613065e-06,7.63297912737646e-07
"2b68b51f-bd4c-4bbb-b4e6-2eead53da2a4",7.02499111032955e-07,1.15712190915497e-06,4.49672611751845e-06,1.24390293173919e-06
"2c03141e-a0bd-4e8d-91e4-9744d139ccce",9.30360707039754e-07,1.32120882152093e-06,6.63183736746761e-06,1.15634994179914e-06
"2cd8ea73-cb3f-4b17-9b97-fa12eb03b85b",8.43456276999053e-07,1.17957188305696e-06,6.52886237576523e-06,1.257074005329e-06
"2db08267-d346-4d42-aac0-b76831903253",8.91257365884664e-07,1.0305943688937e-06,7.1734777426954e-06,1.1027866179884e-06
"2dca3588-51e1-48f7-8c9b-7b7e53c3fb33",9.56289297403439e-07,1.69414171463334e-06,4.98542861128364e-06,1.20162694871731e-06
"2efc156c-464a-4c2f-a854-39fefe32081c",4.24715001263029e-07,7.50303829462719e-07,3.43806839024446e-06,8.27125380693875e-07
"2f09479f-87fc-4c34-8e2c-333e970a3681",8.49265773755077e-07,2.04826728768914e-06,3.01126172174576e-06,1.19820386714622e-06
"2f1a4b16-104c-40eb-8114-8245847bb716",8.61120293747136e-07,1.19692387952327e-06,5.81252208909003e-06,8.48805916249037e-07
"2fabeb98-05e3-4f55-97f5-fbc675e25a3d",8.36275189484144e-07,2.03217365246975e-06,4.01492820634543e-06,1.1166082842716e-06
"301ca6e8-7981-4264-b4ae-38f56f7f9225",9.24747820493726e-07,1.04759213363545e-06,6.97946763080157e-06,1.03906772906447e-06
"31458638-e19c-43e5-ab13-9c64b3b3681d",1.09131419138514e-06,1.22727522489593e-06,8.16115294636743e-06,1.01705942047031e-06
"3199cfe5-3be3-43cd-a36b-5cf2c7a9929f",1.03964767807863e-06,1.84065715715364e-06,5.47517334891041e-06,1.03387617622358e-06
"31c96e35-5e2f-429c-b12a-7bc5a497a300",9.43199379236049e-07,1.2500314491008e-06,6.51910540866873e-06,9.70600094016312e-07
"32592562-11fa-435a-b40b-2b242bae53aa",7.61160613011625e-07,1.14361568209869e-06,5.19397886048473e-06,9.39401556676537e-07
"32a7b827-c3f9-4607-ae63-dae8caa2bc97",1.19488488861241e-06,1.41141654045466e-06,8.31938418773253e-06,9.18844232364988e-07
"32d9935a-f5cd-43b3-88bd-09e6e2b9090d",1.00520934118129e-06,1.09848939761266e-06,7.93309891734479e-06,9.08014895680114e-07
"33c71ead-4c2a-476d-85ef-885dbbfc2cbd",1.00631584185946e-06,1.14684593528619e-06,8.09725042214621e-06,9.21078345089987e-07
"33e3f736-7990-4f7a-ac35-863247566541",8.53966129525395e-07,1.54170611379493e-06,5.01984705071984e-06,1.08364254535508e-06
"34040b83-7e8a-4264-a551-b16621843e28",1.14989758187746e-06,1.3367319032675e-06,8.18793554754402e-06,1.24006497427256e-06
"3434b91a-c05f-460f-a078-7b1bb6e7085d",1.02955736340211e-06,9.35218559495857e-07,8.55673304725442e-06,6.71275278539847e-07
"349e6f38-2c67-4a69-a777-b9173a2a27cf",8.86466120011418e-07,1.14156568643985e-06,5.84165982478622e-06,7.69144510488325e-07
"362000e4-cf7c-48fc-93cc-8f5994b442ea",2.53582163988122e-07,5.96991783965666e-07,1.5424729870213e-06,5.63534196545041e-07
"36470b30-a3b3-4d28-851b-918a7ff88011",8.85370578834479e-07,1.37809181448348e-06,6.11133696902521e-06,9.69738057764154e-07
"3650e5b2-ef58-4b14-97b2-8698f2c160f8",6.35027006518251e-07,1.305135204498e-06,4.04778462727621e-06,1.52702423612806e-06
"368e23f0-e573-4547-bf5a-14080baf737b",1.32529629392972e-06,1.02419384358568e-06,1.11062633808944e-05,5.7526866086913e-07
"36ad7fc7-0cc1-4f01-aef1-f89b3cb4feac",7.38930295748424e-07,1.29994738128954e-06,4.26426769343972e-06,1.40206315266807e-06
"37884d39-64e8-4242-b6bd-4c0a1daa21cd",3.94760714418223e-07,1.20894629033101e-06,2.34314963858517e-06,1.14269443009137e-06
"383d1253-349f-43b3-bebd-9f1d1cf14b3d",9.22987300149108e-07,1.61630212890382e-06,5.30933167332372e-06,1.40194015682773e-06
"389f78a3-fa0b-406c-9434-aa0298341a8c",8.36845647467283e-07,9.40386682994176e-07,7.07061597725033e-06,9.67590042791683e-07
"392ca7f3-d52e-4aa7-a9ba-4c7d9aa6401c",8.76117370480119e-07,1.32132011910522e-06,5.67830096348155e-06,8.90340649088592e-07
"39ab7174-5707-498d-9959-523680e04198",1.1494096529851e-06,1.35406290567464e-06,7.75927775829966e-06,9.82496962703449e-07
"3a23cdb5-2327-45ac-b0b5-d4afe038c757",8.97240543821636e-07,8.78561573991437e-07,8.10411658511283e-06,8.72911263453955e-07
"3afa5045-a1ee-4a07-8aad-2e252b2f7d7a",7.35259114203306e-07,1.44129597302896e-06,4.51956139217487e-06,1.04364438918408e-06
"3b89ac82-63f6-41b9-a03d-34b9ffc1550d",1.04231865754612e-06,1.75328008947561e-06,5.64263429664151e-06,1.02602684062927e-06
"3bc7026f-73f2-418b-bd62-f4768582b790",6.94187952627198e-07,8.4703842023012e-07,7.87573361262464e-06,1.2770595028008e-06
"3bd6badb-27ff-4d8d-b206-4d28dc264862",4.48639265446276e-07,6.52213117118791e-07,3.07386120404345e-06,6.80141854150303e-07
"3d2aa654-1b5f-4eb4-a1c2-af31f5760069",9.75761672663446e-07,1.4359832965097e-06,6.40710323853585e-06,1.1967328807281e-06
"3e1df30f-744a-41e9-a169-7dbbff66622e",7.39741384619272e-07,9.45342095557799e-07,6.32555023674054e-06,1.1738736503793e-06
"3e34c7d9-90fa-41e2-ba6b-4bbc332adc4e",1.26527237385839e-06,1.46517728289986e-06,8.45727978397314e-06,8.24321982618406e-07
"3e635902-5310-4406-8b4d-a238ce382639",1.00545218672775e-06,1.31865680379417e-06,7.16510825013443e-06,1.14177205923469e-06
"3ed05070-6633-4de5-9f72-090f93aa2e4d",1.00415600264745e-06,7.84447963565593e-07,8.74724283348672e-06,1.25905034885518e-06
"3fe8f8e4-5396-4362-82f5-366e2fb69db2",7.19562980141427e-07,7.19038340408658e-07,5.67398287267124e-06,5.36850145012252e-07
"4036c6fc-c82e-47bb-a384-6f299dc30b52",9.34378834654621e-07,1.06796626570559e-06,7.30176832419015e-06,1.06100043380288e-06
"41c4c704-825e-49f5-9d54-dbd7d30725e0",9.53776287096563e-07,1.20336755390796e-06,6.67170183840291e-06,8.12127779977407e-07
"42259aa6-c9f5-4309-a956-dbf930312f44",3.41505473964693e-07,3.45406559984197e-07,2.74259101588868e-06,2.01394240798779e-07
"42432463-8e92-4f25-b72a-f03953527aa5",9.21055715155817e-07,1.53408218342749e-06,5.70102299147765e-06,1.31535748999358e-06
"42ca54fc-c1ae-41cd-bca1-7fe9810db460",1.10918632604158e-06,1.20951991955871e-06,8.65449704513456e-06,8.05359951093682e-07
"42d208bd-cd77-4bfb-ad53-9fc072a87393",1.04501596505761e-06,1.20784301623304e-06,6.98095417298426e-06,1.06978555249135e-06
"44218b35-219c-4ad9-a01e-fde14067c4c0",7.15198607788317e-07,1.33127661855808e-06,4.61955719244655e-06,1.25540182903002e-06
"4432a02d-91de-4a7d-875f-684865f3c95d",7.61447572711768e-07,1.7840552936329e-06,3.12433867939998e-06,1.47773117566128e-06
"44adf4cb-2829-4153-80fd-a8b7ee0e654a",5.8227202448657e-07,1.70070590094791e-06,3.08668385208993e-06,1.40529431338627e-06
"44d8c859-4b7a-4e9d-bffc-0de0e6afdcc4",8.59933778102939e-07,1.46973070105284e-06,5.43523954708034e-06,1.06643780971617e-06
"46592b7b-6968-42a6-83af-0917c9f4a9a5",9.58357501740064e-07,2.04482619779835e-06,4.58641566291043e-06,1.22551972946401e-06
"467d96d7-4a42-4116-8c32-0e4b34f96d8a",1.15799461963881e-06,1.36918466714802e-06,7.74523863292061e-06,9.55855544879027e-07
"47062ad2-ba82-45c8-a871-bdea84f0c405",1.24250886342378e-06,1.49309339864745e-06,7.69449975151002e-06,8.62143560016606e-07
"474b86d9-d897-467d-85d4-51dfa26ea107",9.30347401470874e-07,1.12509511682992e-06,6.26451840104731e-06,7.30855948857358e-07
"47b749e6-e060-4aa1-8f29-976e489ba789",1.05828439994311e-06,1.17670860211e-06,7.95304505470306e-06,9.14497127966625e-07
"482eb2a7-6fed-4e4c-b1b6-14d6d869f855",6.70423640712214e-07,1.86642898506535e-06,2.62230451050701e-06,8.70336283451786e-07
"488646a1-0bdb-45f8-8c30-bef006924511",1.11339257645092e-06,1.53624866497335e-06,7.13202129756082e-06,1.03031644758115e-06
"494d50b6-578e-441b-8195-4b4d26c0d810",1.07605746681145e-06,1.18205224050906e-06,8.16803528663006e-06,1.03119519957344e-06
"4a1d30e8-e93a-41ed-8e54-08eaff6556a7",9.70023254731993e-07,1.04631278038139e-06,7.77974768733628e-06,8.251209787603e-07
"4ad63dac-76a7-4527-abce-d7a0184e8739",5.07738374260828e-07,1.3392795741678e-06,2.4978961538821e-06,1.59903923752304e-06
"4addf05f-3668-4b3f-a17f-c0227329ca52",9.364900053958e-07,1.11967543820189e-06,6.42547116721529e-06,9.53998166799353e-07
"4b22ad71-c585-4077-ad3c-c6e026d0c7fa",8.54780643005172e-07,1.2554718101142e-06,5.86080099145255e-06,1.28092161335683e-06
"4b5ff30e-65fc-4434-b174-9d699594c658",8.30848604311078e-07,9.82830728970095e-07,7.23953408385024e-06,9.3393086800527e-07
"4b92fce2-3772-40eb-ab34-a27937b58590",8.21451112799721e-07,1.03273767184673e-06,5.77318008842454e-06,7.76595730235789e-07
"4c31127e-d095-4978-9dac-35153c27f6ed",1.03065955351914e-06,1.15400437484305e-06,7.6717396983137e-06,8.71891456410567e-07
"4cd3d483-2283-4c6a-a57a-444216119d34",6.33626884469156e-07,1.01149004220846e-06,3.93707650550599e-06,9.1813095090682e-07
"4d153600-81f9-44fb-b485-6355ec306d6a",9.82883698218878e-07,1.43694998803847e-06,7.46162228226747e-06,1.01412688276978e-06
"4d51ee44-e6f4-4bcb-be28-e9df54b39a8d",9.22542040672174e-07,1.83060876151808e-06,4.65681422093082e-06,1.45797694360388e-06
"4e7b2af4-b158-41a7-be22-bea227a759e6",1.06306857385947e-06,1.43810890328015e-06,6.12716206199508e-06,9.42054775278943e-07
"4ef872e1-82c9-4939-9248-41ed9d3085b2",8.54216289942608e-07,9.68875858230791e-07,6.73358656826357e-06,1.04748213279943e-06
"4efc2dac-6330-4b7a-a529-a27285f5fc23",7.46465669690891e-07,1.56650297198849e-06,3.88052354437758e-06,1.20235103966402e-06
"501c987e-d1eb-48a9-89eb-72a5062c90b4",7.39500958867884e-07,9.45486464876348e-07,5.54979884342457e-06,9.58219473490298e-07
"50b2c647-aecd-4c81-af22-0d8116593552",8.20856887806596e-07,1.45093356287255e-06,4.10908360746241e-06,8.76361503461514e-07
"5202458b-c38a-47c0-a0ba-5f1a59a762a0",1.08638188517914e-06,8.8046277434989e-07,1.02377821178269e-05,5.604229668739e-07
"52df074f-a402-4b78-9472-f8eb268efded",1.08694238682727e-06,1.22809443204928e-06,8.2275898136974e-06,9.69874606860444e-07
"532c1852-76dd-489f-9380-36766d6e3c34",7.55574827376644e-07,1.45835865516826e-06,3.483493566778e-06,1.56340219947112e-06
"54480f58-7e63-4aed-a116-c2c2252e8364",7.14384572372142e-07,1.10864333798917e-06,4.30792683261898e-06,9.3260508603188e-07
"54a0e4d7-c274-4569-9c25-45bbe26d7f21",7.59385771410444e-07,1.37335069631416e-06,4.56563343958875e-06,1.46314274256694e-06
"54a9cc9e-3eee-4caa-9f33-4ea64a2999ba",9.55279224353785e-07,1.30860018860711e-06,6.23673249413796e-06,9.26838571241321e-07
"54e90433-5218-4d83-848f-f995ecba2a63",1.27996535054334e-06,9.93994970734497e-07,1.08000697442219e-05,7.26562121128371e-07
"5510ad32-62fd-4adc-964a-ae4e997c2f4b",1.07176260669277e-06,1.41527362247186e-06,6.95135757138935e-06,1.26017925743301e-06
"552712d3-da16-441e-ba93-11810793d598",6.2756992330127e-07,1.06552542498893e-06,4.46884787474698e-06,1.1906504502096e-06
"56027785-fb10-492c-b021-ea9e3a1979db",9.84264789115107e-07,1.07626245448094e-06,8.00769809959223e-06,1.006624539315e-06
"5730b09c-a69f-425a-8af9-61172f9dfe56",6.32472984968643e-07,1.09086876884114e-06,4.13464233203947e-06,1.01067295960332e-06
"575752f8-2788-43cd-afde-f0f600f39d18",8.49953165979631e-07,1.1766060263502e-06,7.04595960507112e-06,6.96019062760957e-07
"5813997a-d7dc-4f7c-8d4b-e979832168a9",7.16457048722227e-07,1.26755784863736e-06,4.45392692679845e-06,1.16693163155418e-06
"591c068f-bbb1-4df2-9abb-d1a2e4a58372",6.43612375004356e-07,1.20359139931695e-06,4.3867671669839e-06,1.49971930418307e-06
"595fc3ad-f603-421b-b130-52f1f617050b",1.25410412530113e-06,1.34305358264688e-06,9.01829841601633e-06,8.63652170301483e-07
"5af499be-d2b9-4eaf-9a9f-435dccb51917",7.10039285273488e-07,1.52202620869751e-06,3.2821550724721e-06,7.94218222142979e-07
"5c06d97f-2aaa-43de-b085-09d7829356ba",9.60182718345745e-07,1.19537514859097e-06,7.05866676115048e-06,9.8774121403201e-07
"5d2a9a4f-678d-4089-a8c5-81a5cb696629",1.02419314994694e-06,1.76650753005997e-06,5.6033023651721e-06,1.27241069159852e-06
"5d5cc436-6e57-4d23-a164-7f5153c2e666",9.10769362568216e-07,1.26868885588615e-06,6.43337775918277e-06,1.15750530836532e-06
"5d7ec32a-049f-4997-9882-1b3ac157e02d",8.92910197011683e-07,1.41097052739174e-06,5.71409271789962e-06,1.05586633837367e-06
"5fd0f07b-8bb9-4378-bd26-28a26057e8fe",4.56520093670361e-07,7.8758588457854e-07,2.90346490639388e-06,9.11873016423646e-07
"6092bd5c-e97c-4a77-a4ad-c87623b17507",7.97840238254354e-07,1.02918062541756e-06,4.96432938609801e-06,6.82825795051442e-07
"6144d666-8f77-4efe-95f1-f9e5c4e5e056",1.26555973594323e-06,1.36323537967233e-06,9.21323455462114e-06,7.97874815175577e-07
"61c655ec-52b5-453f-a6cc-b2aba445b027",3.46813026779133e-07,7.89931998080235e-07,1.68510902427041e-06,7.74209631765729e-07
"61cd3ef8-eee4-4266-b01d-09338c89740a",9.14603207257722e-07,1.19214050719963e-06,6.45174748290375e-06,1.13279688316214e-06
"62380447-3b94-4e7c-823a-72dd7b4ccf3a",6.36631135284855e-07,7.96893118047375e-07,4.2705905825867e-06,6.28742594507924e-07
"62633a11-db23-481f-add3-853b2acac1bf",9.96346789537951e-07,1.22944402587569e-06,7.59238547339227e-06,8.78041680975851e-07
"6313c7cb-5631-42b2-93e2-592f86e84551",7.60698250979024e-07,1.33026947676163e-06,4.60039910243001e-06,9.82164813195562e-07
"654affac-f8ed-40bb-9f9f-a293227b06a6",1.03262214524956e-06,8.02261650418846e-07,9.10426950930032e-06,5.49482163800924e-07
"659668e8-f0d9-4ff2-bbc8-9246f2ef49ab",1.05696236569359e-06,1.75611948069873e-06,5.88731872028706e-06,1.01309530736694e-06
"66763a0c-6cda-4832-a0cc-e7b496d78eaa",9.3980283629976e-07,1.00902780959524e-06,7.36274283420439e-06,8.37453333753887e-07
"67a2593d-b986-4f84-a51c-7f2fb12e54ad",7.20321619845713e-07,1.36327233379563e-06,4.09155870606648e-06,1.26267029824992e-06
"67a2bc21-7c87-4678-997d-a434de672436",1.01663069084494e-06,1.67222885242437e-06,5.6615305655311e-06,9.74371493122287e-07
"67dbe286-edb3-4d07-8f74-9e5254f01945",1.0465283981716e-06,1.3110537402252e-06,7.34701925054425e-06,1.04245760902083e-06
"67fa3e41-c7c6-44c5-9e67-6bcb2715aacc",1.0609937078295e-06,8.41325099294451e-07,8.76702094218936e-06,7.0820177416604e-07
"6845099a-b2c9-48d8-b856-9903d39bb92e",1.08612435837627e-06,1.04461763096354e-06,8.3476742568596e-06,9.68623888380939e-07
"68b86559-38b2-41f2-b66e-c3c2b628b14d",9.27002640551951e-07,9.83531949722319e-07,7.14679506725196e-06,7.14243438320312e-07
"69584d55-18f7-4786-b3cc-cd528500be44",1.11359777132795e-06,1.22344780583892e-06,8.32984533601092e-06,1.1312396399789e-06
"69dba721-a168-47a4-b7ff-80a448bad654",7.05084513753743e-07,1.12199219389879e-06,4.7611681578571e-06,1.20814410144049e-06
"6bffe800-ec2b-4638-9333-97fe85dcd91c",1.08937383729084e-06,1.18355970057508e-06,7.77892287125602e-06,8.75572960054391e-07
"6cf49cf0-de4c-4c90-8358-eae19c6206b0",1.13808305958364e-06,1.25157149868025e-06,8.2083545273741e-06,9.52232332631736e-07
"6d72de06-232a-4983-a06c-eba6d82cb3f1",5.12150757589386e-07,1.1077045922209e-06,2.90359782510538e-06,8.61881446935875e-07
"6d96a298-be5a-4e14-afe8-ca4b6ca298d6",1.14651798555444e-06,1.0970046920743e-06,9.02092166151263e-06,8.6362769195041e-07
"6dfd47d2-831a-4386-9051-f78199a16bb5",7.29778025888914e-07,1.08296836416463e-06,5.30129431917949e-06,1.0428358794444e-06
"6e3b6b72-142d-4b8d-a462-28a205796e41",9.41214573421464e-07,9.46899073207991e-07,8.29339400307088e-06,7.82820727670158e-07
"706420c4-8820-4b41-80d9-f3efd1d2a4f0",5.36470957545318e-07,8.01704010662346e-07,3.71524702018291e-06,8.32905592808702e-07
"7099597a-b208-45b5-b9e0-11ab40d5e497",8.65478727632637e-07,1.31174752700985e-06,5.23787853549089e-06,1.18947236178589e-06
"75a0bb0b-6528-4fb8-a9e6-254905d21df4",1.0758755494114e-06,1.53311844186576e-06,6.83990710369822e-06,9.56942651785462e-07
"75dd635e-8e0c-4c0b-b21c-20f77770218d",6.0992100389834e-07,1.27368910968551e-06,3.48850784611266e-06,1.14740061212882e-06
"762dea8a-5b41-4058-979a-b7876ed13d7e",5.99817723755763e-07,8.50461640509471e-07,4.25849361767183e-06,7.76509138491071e-07
"765ad5a5-134b-4680-a6d4-1dd113dc47cc",7.6641766360565e-07,1.05400205899976e-06,6.44892616342729e-06,8.0046577657658e-07
"77bb204d-4e68-4c93-905f-9ef4c53b1ce2",7.79470836187566e-07,1.16045793009554e-06,5.3429308132815e-06,7.49867415955339e-07
"781f40c9-c099-4c96-8269-ebe2a449c93d",6.91475441676478e-07,1.30295326395816e-06,4.90098984406784e-06,1.00215618190951e-06
"78a24c56-576c-4245-bb42-6603b3d19897",1.0347453274626e-06,1.44978929696793e-06,6.73609424225231e-06,1.07167484551105e-06
"793649e5-f479-4d64-8723-2ef488fe0fd9",7.7077925845856e-07,1.67198965544483e-06,3.10730637141195e-06,1.20428641341458e-06
"7a0ea814-f0de-4bc4-a81a-daa000559369",8.68565765304625e-07,9.93311522251023e-07,6.5948540741707e-06,1.06583690396474e-06
"7b0622ab-63ea-483f-ae40-d3ea587bdbba",6.25284831747917e-07,7.70147340296201e-07,4.15265340913938e-06,6.07909430149796e-07
"7b89166e-c5b8-481b-aa70-495141499b91",9.52743580743772e-07,1.47194521794881e-06,5.35853000109336e-06,1.20836928842505e-06
"7b9479ff-23d6-4689-91f0-02efc94300f9",5.20294411968574e-07,7.85818611777154e-07,3.29093714374345e-06,9.43980767478789e-07
